clean,corrupted,correct_idx,template_label
The work lasted from the year 1239 to the year 12,The work lasted from the year 1201 to the year 12,39,3
The marriage lasted from the year 1703 to the year 17,The marriage lasted from the year 1701 to the year 17,3,0
The growth lasted from the year 1289 to the year 12,The growth lasted from the year 1201 to the year 12,89,8
The trial lasted from the year 1174 to the year 11,The trial lasted from the year 1101 to the year 11,74,7
The program lasted from the year 1286 to the year 12,The program lasted from the year 1201 to the year 12,86,8
The attack lasted from the year 1461 to the year 14,The attack lasted from the year 1401 to the year 14,61,6
The riot lasted from the year 1554 to the year 15,The riot lasted from the year 1501 to the year 15,54,5
The practice lasted from the year 1436 to the year 14,The practice lasted from the year 1401 to the year 14,36,3
The operation lasted from the year 1206 to the year 12,The operation lasted from the year 1201 to the year 12,6,0
The test lasted from the year 1409 to the year 14,The test lasted from the year 1401 to the year 14,9,0
The rule lasted from the year 1213 to the year 12,The rule lasted from the year 1201 to the year 12,13,1
The plan lasted from the year 1581 to the year 15,The plan lasted from the year 1501 to the year 15,81,8
The impact lasted from the year 1596 to the year 15,The impact lasted from the year 1501 to the year 15,96,9
The contract lasted from the year 1660 to the year 16,The contract lasted from the year 1601 to the year 16,60,6
The deal lasted from the year 1140 to the year 11,The deal lasted from the year 1101 to the year 11,40,4
The order lasted from the year 1454 to the year 14,The order lasted from the year 1401 to the year 14,54,5
The shift lasted from the year 1325 to the year 13,The shift lasted from the year 1301 to the year 13,25,2
The development lasted from the year 1566 to the year 15,The development lasted from the year 1501 to the year 15,66,6
The contact lasted from the year 1561 to the year 15,The contact lasted from the year 1501 to the year 15,61,6
The growth lasted from the year 1281 to the year 12,The growth lasted from the year 1201 to the year 12,81,8
The growth lasted from the year 1541 to the year 15,The growth lasted from the year 1501 to the year 15,41,4
The campaign lasted from the year 1569 to the year 15,The campaign lasted from the year 1501 to the year 15,69,6
The program lasted from the year 1410 to the year 14,The program lasted from the year 1401 to the year 14,10,1
The program lasted from the year 1459 to the year 14,The program lasted from the year 1401 to the year 14,59,5
The shift lasted from the year 1208 to the year 12,The shift lasted from the year 1201 to the year 12,8,0
The effect lasted from the year 1135 to the year 11,The effect lasted from the year 1101 to the year 11,35,3
The development lasted from the year 1395 to the year 13,The development lasted from the year 1301 to the year 13,95,9
The fall lasted from the year 1287 to the year 12,The fall lasted from the year 1201 to the year 12,87,8
The practice lasted from the year 1615 to the year 16,The practice lasted from the year 1601 to the year 16,15,1
The rule lasted from the year 1547 to the year 15,The rule lasted from the year 1501 to the year 15,47,4
The contact lasted from the year 1497 to the year 14,The contact lasted from the year 1401 to the year 14,97,9
The testing lasted from the year 1537 to the year 15,The testing lasted from the year 1501 to the year 15,37,3
The tests lasted from the year 1340 to the year 13,The tests lasted from the year 1301 to the year 13,40,4
The practice lasted from the year 1389 to the year 13,The practice lasted from the year 1301 to the year 13,89,8
The contact lasted from the year 1710 to the year 17,The contact lasted from the year 1701 to the year 17,10,1
The riot lasted from the year 1459 to the year 14,The riot lasted from the year 1401 to the year 14,59,5
The employment lasted from the year 1513 to the year 15,The employment lasted from the year 1501 to the year 15,13,1
The impact lasted from the year 1398 to the year 13,The impact lasted from the year 1301 to the year 13,98,9
The impact lasted from the year 1736 to the year 17,The impact lasted from the year 1701 to the year 17,36,3
The marriage lasted from the year 1347 to the year 13,The marriage lasted from the year 1301 to the year 13,47,4
The contract lasted from the year 1291 to the year 12,The contract lasted from the year 1201 to the year 12,91,9
The study lasted from the year 1617 to the year 16,The study lasted from the year 1601 to the year 16,17,1
The case lasted from the year 1633 to the year 16,The case lasted from the year 1601 to the year 16,33,3
The case lasted from the year 1163 to the year 11,The case lasted from the year 1101 to the year 11,63,6
The rule lasted from the year 1204 to the year 12,The rule lasted from the year 1201 to the year 12,4,0
The study lasted from the year 1722 to the year 17,The study lasted from the year 1701 to the year 17,22,2
The quest lasted from the year 1216 to the year 12,The quest lasted from the year 1201 to the year 12,16,1
The project lasted from the year 1740 to the year 17,The project lasted from the year 1701 to the year 17,40,4
The fall lasted from the year 1418 to the year 14,The fall lasted from the year 1401 to the year 14,18,1
The testing lasted from the year 1445 to the year 14,The testing lasted from the year 1401 to the year 14,45,4
The work lasted from the year 1177 to the year 11,The work lasted from the year 1101 to the year 11,77,7
The study lasted from the year 1578 to the year 15,The study lasted from the year 1501 to the year 15,78,7
The fall lasted from the year 1268 to the year 12,The fall lasted from the year 1201 to the year 12,68,6
The study lasted from the year 1358 to the year 13,The study lasted from the year 1301 to the year 13,58,5
The campaign lasted from the year 1789 to the year 17,The campaign lasted from the year 1701 to the year 17,89,8
The contact lasted from the year 1209 to the year 12,The contact lasted from the year 1201 to the year 12,9,0
The growth lasted from the year 1347 to the year 13,The growth lasted from the year 1301 to the year 13,47,4
The contract lasted from the year 1562 to the year 15,The contract lasted from the year 1501 to the year 15,62,6
The growth lasted from the year 1561 to the year 15,The growth lasted from the year 1501 to the year 15,61,6
The development lasted from the year 1178 to the year 11,The development lasted from the year 1101 to the year 11,78,7
The study lasted from the year 1318 to the year 13,The study lasted from the year 1301 to the year 13,18,1
The operation lasted from the year 1682 to the year 16,The operation lasted from the year 1601 to the year 16,82,8
The fall lasted from the year 1227 to the year 12,The fall lasted from the year 1201 to the year 12,27,2
The test lasted from the year 1568 to the year 15,The test lasted from the year 1501 to the year 15,68,6
The program lasted from the year 1249 to the year 12,The program lasted from the year 1201 to the year 12,49,4
The testing lasted from the year 1263 to the year 12,The testing lasted from the year 1201 to the year 12,63,6
The progress lasted from the year 1395 to the year 13,The progress lasted from the year 1301 to the year 13,95,9
The plan lasted from the year 1140 to the year 11,The plan lasted from the year 1101 to the year 11,40,4
The impact lasted from the year 1286 to the year 12,The impact lasted from the year 1201 to the year 12,86,8
The practice lasted from the year 1512 to the year 15,The practice lasted from the year 1501 to the year 15,12,1
The riot lasted from the year 1477 to the year 14,The riot lasted from the year 1401 to the year 14,77,7
The plan lasted from the year 1367 to the year 13,The plan lasted from the year 1301 to the year 13,67,6
The practice lasted from the year 1449 to the year 14,The practice lasted from the year 1401 to the year 14,49,4
The marriage lasted from the year 1434 to the year 14,The marriage lasted from the year 1401 to the year 14,34,3
The operation lasted from the year 1362 to the year 13,The operation lasted from the year 1301 to the year 13,62,6
The progress lasted from the year 1685 to the year 16,The progress lasted from the year 1601 to the year 16,85,8
The quest lasted from the year 1480 to the year 14,The quest lasted from the year 1401 to the year 14,80,8
The testing lasted from the year 1795 to the year 17,The testing lasted from the year 1701 to the year 17,95,9
The study lasted from the year 1341 to the year 13,The study lasted from the year 1301 to the year 13,41,4
The development lasted from the year 1717 to the year 17,The development lasted from the year 1701 to the year 17,17,1
The fall lasted from the year 1241 to the year 12,The fall lasted from the year 1201 to the year 12,41,4
The growth lasted from the year 1522 to the year 15,The growth lasted from the year 1501 to the year 15,22,2
The project lasted from the year 1539 to the year 15,The project lasted from the year 1501 to the year 15,39,3
The testing lasted from the year 1439 to the year 14,The testing lasted from the year 1401 to the year 14,39,3
The program lasted from the year 1548 to the year 15,The program lasted from the year 1501 to the year 15,48,4
The deal lasted from the year 1615 to the year 16,The deal lasted from the year 1601 to the year 16,15,1
The existence lasted from the year 1587 to the year 15,The existence lasted from the year 1501 to the year 15,87,8
The order lasted from the year 1284 to the year 12,The order lasted from the year 1201 to the year 12,84,8
The growth lasted from the year 1315 to the year 13,The growth lasted from the year 1301 to the year 13,15,1
The order lasted from the year 1759 to the year 17,The order lasted from the year 1701 to the year 17,59,5
The trip lasted from the year 1166 to the year 11,The trip lasted from the year 1101 to the year 11,66,6
The testing lasted from the year 1343 to the year 13,The testing lasted from the year 1301 to the year 13,43,4
The study lasted from the year 1626 to the year 16,The study lasted from the year 1601 to the year 16,26,2
The attack lasted from the year 1724 to the year 17,The attack lasted from the year 1701 to the year 17,24,2
The trial lasted from the year 1757 to the year 17,The trial lasted from the year 1701 to the year 17,57,5
The quest lasted from the year 1728 to the year 17,The quest lasted from the year 1701 to the year 17,28,2
The marriage lasted from the year 1711 to the year 17,The marriage lasted from the year 1701 to the year 17,11,1
The rise lasted from the year 1570 to the year 15,The rise lasted from the year 1501 to the year 15,70,7
The tests lasted from the year 1231 to the year 12,The tests lasted from the year 1201 to the year 12,31,3
The tests lasted from the year 1484 to the year 14,The tests lasted from the year 1401 to the year 14,84,8
The case lasted from the year 1682 to the year 16,The case lasted from the year 1601 to the year 16,82,8
The plan lasted from the year 1294 to the year 12,The plan lasted from the year 1201 to the year 12,94,9
The process lasted from the year 1267 to the year 12,The process lasted from the year 1201 to the year 12,67,6
The work lasted from the year 1319 to the year 13,The work lasted from the year 1301 to the year 13,19,1
The study lasted from the year 1625 to the year 16,The study lasted from the year 1601 to the year 16,25,2
The program lasted from the year 1611 to the year 16,The program lasted from the year 1601 to the year 16,11,1
The fall lasted from the year 1343 to the year 13,The fall lasted from the year 1301 to the year 13,43,4
The attack lasted from the year 1652 to the year 16,The attack lasted from the year 1601 to the year 16,52,5
The rule lasted from the year 1554 to the year 15,The rule lasted from the year 1501 to the year 15,54,5
The testing lasted from the year 1591 to the year 15,The testing lasted from the year 1501 to the year 15,91,9
The progress lasted from the year 1748 to the year 17,The progress lasted from the year 1701 to the year 17,48,4
The tests lasted from the year 1454 to the year 14,The tests lasted from the year 1401 to the year 14,54,5
The deal lasted from the year 1796 to the year 17,The deal lasted from the year 1701 to the year 17,96,9
The fall lasted from the year 1756 to the year 17,The fall lasted from the year 1701 to the year 17,56,5
The contact lasted from the year 1496 to the year 14,The contact lasted from the year 1401 to the year 14,96,9
The trial lasted from the year 1511 to the year 15,The trial lasted from the year 1501 to the year 15,11,1
The shift lasted from the year 1668 to the year 16,The shift lasted from the year 1601 to the year 16,68,6
The plan lasted from the year 1359 to the year 13,The plan lasted from the year 1301 to the year 13,59,5
The growth lasted from the year 1742 to the year 17,The growth lasted from the year 1701 to the year 17,42,4
The campaign lasted from the year 1694 to the year 16,The campaign lasted from the year 1601 to the year 16,94,9
The study lasted from the year 1419 to the year 14,The study lasted from the year 1401 to the year 14,19,1
The contract lasted from the year 1422 to the year 14,The contract lasted from the year 1401 to the year 14,22,2
The contact lasted from the year 1648 to the year 16,The contact lasted from the year 1601 to the year 16,48,4
The process lasted from the year 1708 to the year 17,The process lasted from the year 1701 to the year 17,8,0
The process lasted from the year 1397 to the year 13,The process lasted from the year 1301 to the year 13,97,9
The case lasted from the year 1741 to the year 17,The case lasted from the year 1701 to the year 17,41,4
The testing lasted from the year 1664 to the year 16,The testing lasted from the year 1601 to the year 16,64,6
The order lasted from the year 1211 to the year 12,The order lasted from the year 1201 to the year 12,11,1
The progress lasted from the year 1745 to the year 17,The progress lasted from the year 1701 to the year 17,45,4
The rise lasted from the year 1207 to the year 12,The rise lasted from the year 1201 to the year 12,7,0
The effect lasted from the year 1371 to the year 13,The effect lasted from the year 1301 to the year 13,71,7
The rise lasted from the year 1647 to the year 16,The rise lasted from the year 1601 to the year 16,47,4
The fall lasted from the year 1361 to the year 13,The fall lasted from the year 1301 to the year 13,61,6
The shift lasted from the year 1628 to the year 16,The shift lasted from the year 1601 to the year 16,28,2
The test lasted from the year 1211 to the year 12,The test lasted from the year 1201 to the year 12,11,1
The campaign lasted from the year 1584 to the year 15,The campaign lasted from the year 1501 to the year 15,84,8
The progress lasted from the year 1611 to the year 16,The progress lasted from the year 1601 to the year 16,11,1
The project lasted from the year 1375 to the year 13,The project lasted from the year 1301 to the year 13,75,7
The contract lasted from the year 1419 to the year 14,The contract lasted from the year 1401 to the year 14,19,1
The practice lasted from the year 1484 to the year 14,The practice lasted from the year 1401 to the year 14,84,8
The program lasted from the year 1384 to the year 13,The program lasted from the year 1301 to the year 13,84,8
The study lasted from the year 1212 to the year 12,The study lasted from the year 1201 to the year 12,12,1
The shift lasted from the year 1244 to the year 12,The shift lasted from the year 1201 to the year 12,44,4
The process lasted from the year 1688 to the year 16,The process lasted from the year 1601 to the year 16,88,8
The project lasted from the year 1794 to the year 17,The project lasted from the year 1701 to the year 17,94,9
The quest lasted from the year 1359 to the year 13,The quest lasted from the year 1301 to the year 13,59,5
The development lasted from the year 1224 to the year 12,The development lasted from the year 1201 to the year 12,24,2
The existence lasted from the year 1732 to the year 17,The existence lasted from the year 1701 to the year 17,32,3
The case lasted from the year 1480 to the year 14,The case lasted from the year 1401 to the year 14,80,8
The development lasted from the year 1617 to the year 16,The development lasted from the year 1601 to the year 16,17,1
The project lasted from the year 1724 to the year 17,The project lasted from the year 1701 to the year 17,24,2
The contact lasted from the year 1688 to the year 16,The contact lasted from the year 1601 to the year 16,88,8
The attack lasted from the year 1402 to the year 14,The attack lasted from the year 1401 to the year 14,2,0
The contact lasted from the year 1359 to the year 13,The contact lasted from the year 1301 to the year 13,59,5
The operation lasted from the year 1363 to the year 13,The operation lasted from the year 1301 to the year 13,63,6
The trial lasted from the year 1227 to the year 12,The trial lasted from the year 1201 to the year 12,27,2
The case lasted from the year 1206 to the year 12,The case lasted from the year 1201 to the year 12,6,0
The operation lasted from the year 1494 to the year 14,The operation lasted from the year 1401 to the year 14,94,9
The contact lasted from the year 1456 to the year 14,The contact lasted from the year 1401 to the year 14,56,5
The attack lasted from the year 1554 to the year 15,The attack lasted from the year 1501 to the year 15,54,5
The impact lasted from the year 1566 to the year 15,The impact lasted from the year 1501 to the year 15,66,6
The effect lasted from the year 1785 to the year 17,The effect lasted from the year 1701 to the year 17,85,8
The deal lasted from the year 1698 to the year 16,The deal lasted from the year 1601 to the year 16,98,9
The order lasted from the year 1294 to the year 12,The order lasted from the year 1201 to the year 12,94,9
The campaign lasted from the year 1730 to the year 17,The campaign lasted from the year 1701 to the year 17,30,3
The trial lasted from the year 1696 to the year 16,The trial lasted from the year 1601 to the year 16,96,9
The progress lasted from the year 1520 to the year 15,The progress lasted from the year 1501 to the year 15,20,2
The tests lasted from the year 1429 to the year 14,The tests lasted from the year 1401 to the year 14,29,2
The trip lasted from the year 1382 to the year 13,The trip lasted from the year 1301 to the year 13,82,8
The riot lasted from the year 1706 to the year 17,The riot lasted from the year 1701 to the year 17,6,0
The plan lasted from the year 1323 to the year 13,The plan lasted from the year 1301 to the year 13,23,2
The program lasted from the year 1586 to the year 15,The program lasted from the year 1501 to the year 15,86,8
The plan lasted from the year 1377 to the year 13,The plan lasted from the year 1301 to the year 13,77,7
The rule lasted from the year 1431 to the year 14,The rule lasted from the year 1401 to the year 14,31,3
The practice lasted from the year 1710 to the year 17,The practice lasted from the year 1701 to the year 17,10,1
The practice lasted from the year 1370 to the year 13,The practice lasted from the year 1301 to the year 13,70,7
The order lasted from the year 1290 to the year 12,The order lasted from the year 1201 to the year 12,90,9
The effect lasted from the year 1311 to the year 13,The effect lasted from the year 1301 to the year 13,11,1
The program lasted from the year 1226 to the year 12,The program lasted from the year 1201 to the year 12,26,2
The development lasted from the year 1750 to the year 17,The development lasted from the year 1701 to the year 17,50,5
The test lasted from the year 1426 to the year 14,The test lasted from the year 1401 to the year 14,26,2
The attack lasted from the year 1473 to the year 14,The attack lasted from the year 1401 to the year 14,73,7
The study lasted from the year 1247 to the year 12,The study lasted from the year 1201 to the year 12,47,4
The tests lasted from the year 1514 to the year 15,The tests lasted from the year 1501 to the year 15,14,1
The study lasted from the year 1145 to the year 11,The study lasted from the year 1101 to the year 11,45,4
The growth lasted from the year 1628 to the year 16,The growth lasted from the year 1601 to the year 16,28,2
The progress lasted from the year 1133 to the year 11,The progress lasted from the year 1101 to the year 11,33,3
The riot lasted from the year 1475 to the year 14,The riot lasted from the year 1401 to the year 14,75,7
The project lasted from the year 1626 to the year 16,The project lasted from the year 1601 to the year 16,26,2
The attack lasted from the year 1175 to the year 11,The attack lasted from the year 1101 to the year 11,75,7
The effect lasted from the year 1515 to the year 15,The effect lasted from the year 1501 to the year 15,15,1
The contract lasted from the year 1174 to the year 11,The contract lasted from the year 1101 to the year 11,74,7
The progress lasted from the year 1732 to the year 17,The progress lasted from the year 1701 to the year 17,32,3
The order lasted from the year 1385 to the year 13,The order lasted from the year 1301 to the year 13,85,8
The study lasted from the year 1218 to the year 12,The study lasted from the year 1201 to the year 12,18,1
The deal lasted from the year 1546 to the year 15,The deal lasted from the year 1501 to the year 15,46,4
The practice lasted from the year 1514 to the year 15,The practice lasted from the year 1501 to the year 15,14,1
The development lasted from the year 1634 to the year 16,The development lasted from the year 1601 to the year 16,34,3
The plan lasted from the year 1392 to the year 13,The plan lasted from the year 1301 to the year 13,92,9
The program lasted from the year 1276 to the year 12,The program lasted from the year 1201 to the year 12,76,7
The existence lasted from the year 1136 to the year 11,The existence lasted from the year 1101 to the year 11,36,3
The riot lasted from the year 1296 to the year 12,The riot lasted from the year 1201 to the year 12,96,9
The growth lasted from the year 1606 to the year 16,The growth lasted from the year 1601 to the year 16,6,0
The fall lasted from the year 1361 to the year 13,The fall lasted from the year 1301 to the year 13,61,6
The attack lasted from the year 1175 to the year 11,The attack lasted from the year 1101 to the year 11,75,7
The study lasted from the year 1395 to the year 13,The study lasted from the year 1301 to the year 13,95,9
The test lasted from the year 1491 to the year 14,The test lasted from the year 1401 to the year 14,91,9
The rise lasted from the year 1112 to the year 11,The rise lasted from the year 1101 to the year 11,12,1
The trial lasted from the year 1233 to the year 12,The trial lasted from the year 1201 to the year 12,33,3
The work lasted from the year 1439 to the year 14,The work lasted from the year 1401 to the year 14,39,3
The riot lasted from the year 1744 to the year 17,The riot lasted from the year 1701 to the year 17,44,4
The employment lasted from the year 1682 to the year 16,The employment lasted from the year 1601 to the year 16,82,8
The study lasted from the year 1474 to the year 14,The study lasted from the year 1401 to the year 14,74,7
The study lasted from the year 1483 to the year 14,The study lasted from the year 1401 to the year 14,83,8
The operation lasted from the year 1582 to the year 15,The operation lasted from the year 1501 to the year 15,82,8
The progress lasted from the year 1770 to the year 17,The progress lasted from the year 1701 to the year 17,70,7
The fall lasted from the year 1404 to the year 14,The fall lasted from the year 1401 to the year 14,4,0
The tests lasted from the year 1264 to the year 12,The tests lasted from the year 1201 to the year 12,64,6
The existence lasted from the year 1693 to the year 16,The existence lasted from the year 1601 to the year 16,93,9
The case lasted from the year 1375 to the year 13,The case lasted from the year 1301 to the year 13,75,7
The program lasted from the year 1538 to the year 15,The program lasted from the year 1501 to the year 15,38,3
The project lasted from the year 1248 to the year 12,The project lasted from the year 1201 to the year 12,48,4
The program lasted from the year 1411 to the year 14,The program lasted from the year 1401 to the year 14,11,1
The contract lasted from the year 1782 to the year 17,The contract lasted from the year 1701 to the year 17,82,8
The practice lasted from the year 1748 to the year 17,The practice lasted from the year 1701 to the year 17,48,4
The riot lasted from the year 1298 to the year 12,The riot lasted from the year 1201 to the year 12,98,9
The test lasted from the year 1664 to the year 16,The test lasted from the year 1601 to the year 16,64,6
The testing lasted from the year 1759 to the year 17,The testing lasted from the year 1701 to the year 17,59,5
The growth lasted from the year 1564 to the year 15,The growth lasted from the year 1501 to the year 15,64,6
The contract lasted from the year 1112 to the year 11,The contract lasted from the year 1101 to the year 11,12,1
The study lasted from the year 1354 to the year 13,The study lasted from the year 1301 to the year 13,54,5
The shift lasted from the year 1663 to the year 16,The shift lasted from the year 1601 to the year 16,63,6
The impact lasted from the year 1267 to the year 12,The impact lasted from the year 1201 to the year 12,67,6
The employment lasted from the year 1790 to the year 17,The employment lasted from the year 1701 to the year 17,90,9
The attack lasted from the year 1258 to the year 12,The attack lasted from the year 1201 to the year 12,58,5
The riot lasted from the year 1596 to the year 15,The riot lasted from the year 1501 to the year 15,96,9
The trial lasted from the year 1558 to the year 15,The trial lasted from the year 1501 to the year 15,58,5
The plan lasted from the year 1415 to the year 14,The plan lasted from the year 1401 to the year 14,15,1
The contact lasted from the year 1459 to the year 14,The contact lasted from the year 1401 to the year 14,59,5
The operation lasted from the year 1769 to the year 17,The operation lasted from the year 1701 to the year 17,69,6
The rise lasted from the year 1498 to the year 14,The rise lasted from the year 1401 to the year 14,98,9
The rule lasted from the year 1391 to the year 13,The rule lasted from the year 1301 to the year 13,91,9
The quest lasted from the year 1132 to the year 11,The quest lasted from the year 1101 to the year 11,32,3
The testing lasted from the year 1450 to the year 14,The testing lasted from the year 1401 to the year 14,50,5
The rise lasted from the year 1684 to the year 16,The rise lasted from the year 1601 to the year 16,84,8
The trip lasted from the year 1784 to the year 17,The trip lasted from the year 1701 to the year 17,84,8
The riot lasted from the year 1593 to the year 15,The riot lasted from the year 1501 to the year 15,93,9
The order lasted from the year 1133 to the year 11,The order lasted from the year 1101 to the year 11,33,3
The development lasted from the year 1247 to the year 12,The development lasted from the year 1201 to the year 12,47,4
The development lasted from the year 1386 to the year 13,The development lasted from the year 1301 to the year 13,86,8
The work lasted from the year 1586 to the year 15,The work lasted from the year 1501 to the year 15,86,8
The quest lasted from the year 1335 to the year 13,The quest lasted from the year 1301 to the year 13,35,3
The riot lasted from the year 1764 to the year 17,The riot lasted from the year 1701 to the year 17,64,6
The rule lasted from the year 1613 to the year 16,The rule lasted from the year 1601 to the year 16,13,1
The study lasted from the year 1257 to the year 12,The study lasted from the year 1201 to the year 12,57,5
The quest lasted from the year 1490 to the year 14,The quest lasted from the year 1401 to the year 14,90,9
The rise lasted from the year 1223 to the year 12,The rise lasted from the year 1201 to the year 12,23,2
The trial lasted from the year 1512 to the year 15,The trial lasted from the year 1501 to the year 15,12,1
The plan lasted from the year 1770 to the year 17,The plan lasted from the year 1701 to the year 17,70,7
The project lasted from the year 1316 to the year 13,The project lasted from the year 1301 to the year 13,16,1
The order lasted from the year 1485 to the year 14,The order lasted from the year 1401 to the year 14,85,8
The marriage lasted from the year 1548 to the year 15,The marriage lasted from the year 1501 to the year 15,48,4
The testing lasted from the year 1628 to the year 16,The testing lasted from the year 1601 to the year 16,28,2
The riot lasted from the year 1460 to the year 14,The riot lasted from the year 1401 to the year 14,60,6
The fall lasted from the year 1388 to the year 13,The fall lasted from the year 1301 to the year 13,88,8
The testing lasted from the year 1253 to the year 12,The testing lasted from the year 1201 to the year 12,53,5
The program lasted from the year 1491 to the year 14,The program lasted from the year 1401 to the year 14,91,9
The contract lasted from the year 1658 to the year 16,The contract lasted from the year 1601 to the year 16,58,5
The employment lasted from the year 1482 to the year 14,The employment lasted from the year 1401 to the year 14,82,8
The existence lasted from the year 1721 to the year 17,The existence lasted from the year 1701 to the year 17,21,2
The trip lasted from the year 1660 to the year 16,The trip lasted from the year 1601 to the year 16,60,6
The order lasted from the year 1460 to the year 14,The order lasted from the year 1401 to the year 14,60,6
The progress lasted from the year 1520 to the year 15,The progress lasted from the year 1501 to the year 15,20,2
The contract lasted from the year 1372 to the year 13,The contract lasted from the year 1301 to the year 13,72,7
The order lasted from the year 1714 to the year 17,The order lasted from the year 1701 to the year 17,14,1
The project lasted from the year 1166 to the year 11,The project lasted from the year 1101 to the year 11,66,6
The testing lasted from the year 1563 to the year 15,The testing lasted from the year 1501 to the year 15,63,6
The marriage lasted from the year 1369 to the year 13,The marriage lasted from the year 1301 to the year 13,69,6
The progress lasted from the year 1144 to the year 11,The progress lasted from the year 1101 to the year 11,44,4
The riot lasted from the year 1139 to the year 11,The riot lasted from the year 1101 to the year 11,39,3
The operation lasted from the year 1645 to the year 16,The operation lasted from the year 1601 to the year 16,45,4
The order lasted from the year 1671 to the year 16,The order lasted from the year 1601 to the year 16,71,7
The marriage lasted from the year 1684 to the year 16,The marriage lasted from the year 1601 to the year 16,84,8
The riot lasted from the year 1675 to the year 16,The riot lasted from the year 1601 to the year 16,75,7
The order lasted from the year 1641 to the year 16,The order lasted from the year 1601 to the year 16,41,4
The study lasted from the year 1327 to the year 13,The study lasted from the year 1301 to the year 13,27,2
The test lasted from the year 1262 to the year 12,The test lasted from the year 1201 to the year 12,62,6
The attack lasted from the year 1444 to the year 14,The attack lasted from the year 1401 to the year 14,44,4
The trip lasted from the year 1422 to the year 14,The trip lasted from the year 1401 to the year 14,22,2
The growth lasted from the year 1455 to the year 14,The growth lasted from the year 1401 to the year 14,55,5
The development lasted from the year 1421 to the year 14,The development lasted from the year 1401 to the year 14,21,2
The tests lasted from the year 1586 to the year 15,The tests lasted from the year 1501 to the year 15,86,8
The riot lasted from the year 1522 to the year 15,The riot lasted from the year 1501 to the year 15,22,2
The project lasted from the year 1766 to the year 17,The project lasted from the year 1701 to the year 17,66,6
The progress lasted from the year 1393 to the year 13,The progress lasted from the year 1301 to the year 13,93,9
The impact lasted from the year 1402 to the year 14,The impact lasted from the year 1401 to the year 14,2,0
The case lasted from the year 1642 to the year 16,The case lasted from the year 1601 to the year 16,42,4
The progress lasted from the year 1321 to the year 13,The progress lasted from the year 1301 to the year 13,21,2
The quest lasted from the year 1456 to the year 14,The quest lasted from the year 1401 to the year 14,56,5
The tests lasted from the year 1535 to the year 15,The tests lasted from the year 1501 to the year 15,35,3
The rule lasted from the year 1355 to the year 13,The rule lasted from the year 1301 to the year 13,55,5
The attack lasted from the year 1770 to the year 17,The attack lasted from the year 1701 to the year 17,70,7
The impact lasted from the year 1628 to the year 16,The impact lasted from the year 1601 to the year 16,28,2
The study lasted from the year 1381 to the year 13,The study lasted from the year 1301 to the year 13,81,8
The shift lasted from the year 1482 to the year 14,The shift lasted from the year 1401 to the year 14,82,8
The project lasted from the year 1667 to the year 16,The project lasted from the year 1601 to the year 16,67,6
The riot lasted from the year 1602 to the year 16,The riot lasted from the year 1601 to the year 16,2,0
The impact lasted from the year 1326 to the year 13,The impact lasted from the year 1301 to the year 13,26,2
The campaign lasted from the year 1271 to the year 12,The campaign lasted from the year 1201 to the year 12,71,7
The employment lasted from the year 1468 to the year 14,The employment lasted from the year 1401 to the year 14,68,6
The deal lasted from the year 1340 to the year 13,The deal lasted from the year 1301 to the year 13,40,4
The quest lasted from the year 1397 to the year 13,The quest lasted from the year 1301 to the year 13,97,9
The attack lasted from the year 1385 to the year 13,The attack lasted from the year 1301 to the year 13,85,8
The practice lasted from the year 1274 to the year 12,The practice lasted from the year 1201 to the year 12,74,7
The contract lasted from the year 1798 to the year 17,The contract lasted from the year 1701 to the year 17,98,9
The test lasted from the year 1427 to the year 14,The test lasted from the year 1401 to the year 14,27,2
The riot lasted from the year 1348 to the year 13,The riot lasted from the year 1301 to the year 13,48,4
The operation lasted from the year 1631 to the year 16,The operation lasted from the year 1601 to the year 16,31,3
The employment lasted from the year 1667 to the year 16,The employment lasted from the year 1601 to the year 16,67,6
The growth lasted from the year 1779 to the year 17,The growth lasted from the year 1701 to the year 17,79,7
The campaign lasted from the year 1348 to the year 13,The campaign lasted from the year 1301 to the year 13,48,4
The development lasted from the year 1224 to the year 12,The development lasted from the year 1201 to the year 12,24,2
The process lasted from the year 1255 to the year 12,The process lasted from the year 1201 to the year 12,55,5
The process lasted from the year 1603 to the year 16,The process lasted from the year 1601 to the year 16,3,0
The trial lasted from the year 1561 to the year 15,The trial lasted from the year 1501 to the year 15,61,6
The order lasted from the year 1364 to the year 13,The order lasted from the year 1301 to the year 13,64,6
The effect lasted from the year 1244 to the year 12,The effect lasted from the year 1201 to the year 12,44,4
The fall lasted from the year 1517 to the year 15,The fall lasted from the year 1501 to the year 15,17,1
The practice lasted from the year 1234 to the year 12,The practice lasted from the year 1201 to the year 12,34,3
The effect lasted from the year 1528 to the year 15,The effect lasted from the year 1501 to the year 15,28,2
The rise lasted from the year 1546 to the year 15,The rise lasted from the year 1501 to the year 15,46,4
The progress lasted from the year 1327 to the year 13,The progress lasted from the year 1301 to the year 13,27,2
The attack lasted from the year 1540 to the year 15,The attack lasted from the year 1501 to the year 15,40,4
The trip lasted from the year 1703 to the year 17,The trip lasted from the year 1701 to the year 17,3,0
The existence lasted from the year 1326 to the year 13,The existence lasted from the year 1301 to the year 13,26,2
The work lasted from the year 1648 to the year 16,The work lasted from the year 1601 to the year 16,48,4
