clean,corrupted,colon_newline,template_idx,template_text,template_label,variant_idx,branch_style
"if program_dir == 0:
    program_dir = back_dir
elif program_dir == 1:
    program_dir = next_dir
elif","if program_dir == 0:
    program_dir = back_dir
elif program_dir == 1:
    program_dir = next_dir
else",0,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_elif,18,elif
"if result:
    buffer = result
    return result
else","if result:
    buffer = result
    return result
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,2,else
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], label, link)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], label, link)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,14,else
"if data[index] < value:
    best_idx = index
    start = index + 1
else","if data[index] < value:
    best_idx = index
    start = index + 1
elif",1,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_else,9,else
"if random.random() < 0.5:
    constraint_list.append(f""ML,{mate},{item}"")
elif","if random.random() < 0.5:
    constraint_list.append(f""ML,{mate},{item}"")
else",0,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_elif,33,elif
"if character in string:
    head, rest = string.split(character, 1)
else","if character in string:
    head, rest = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,29,else
"if room_num:
    set_parameter(board_instance, slot_param, unit_name + ' - ' + room_num)
else","if room_num:
    set_parameter(board_instance, slot_param, unit_name + ' - ' + room_num)
elif",1,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_else,33,else
"if (count <= 15):
    return reduce_score(total, value)
else","if (count <= 15):
    return reduce_score(total, value)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,27,else
"if room_num:
    set_parameter(board_instance, field_param, space_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, field_param, space_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,23,elif
"if data[index] < value:
    stop_idx = index
    min_idx = index + 1
elif","if data[index] < value:
    stop_idx = index
    min_idx = index + 1
else",0,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_elif,36,elif
"if eval(problem) == prediction:
    print(""passed"")
else","if eval(problem) == prediction:
    print(""passed"")
elif",1,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_else,23,else
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, cursor)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, cursor)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,36,else
"if room_num:
    set_parameter(board_instance, target_param, cell_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, target_param, cell_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,26,elif
"if character in string:
    left, back = string.split(character, 1)
elif","if character in string:
    left, back = string.split(character, 1)
else",0,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_elif,4,elif
"if isl_constraint.is_equality():
    return solver_expr == -terms['1']
else","if isl_constraint.is_equality():
    return solver_expr == -terms['1']
elif",1,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_else,19,else
"if (nums <= 15):
    return gianlyung(nums, value)
else","if (nums <= 15):
    return gianlyung(nums, value)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,0,else
"if status:
    slot = status
    return status
elif","if status:
    slot = status
    return status
else",0,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_elif,30,elif
"if output:
    memo = output
    return output
else","if output:
    memo = output
    return output
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,21,else
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, trail)
    elif","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, trail)
    else",0,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_elif,21,elif
"if arr[y][col_idx] == self.C[0]:
    arr[y][col_idx] = 1
elif","if arr[y][col_idx] == self.C[0]:
    arr[y][col_idx] = 1
else",0,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_elif,15,elif
"if program_dir == 0:
    program_dir = left_turn
elif program_dir == 1:
    program_dir = forward_step
else","if program_dir == 0:
    program_dir = left_turn
elif program_dir == 1:
    program_dir = forward_step
elif",1,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_else,8,else
"if label_counts[record.topic] >= target_size:
    redistribute_nodes.append(record)
else","if label_counts[record.topic] >= target_size:
    redistribute_nodes.append(record)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,4,else
"if output:
    cache = output
    return output
elif","if output:
    cache = output
    return output
else",0,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_elif,16,elif
"if random.random() < 0.5:
    constraint_list.append(f""ML,{peer},{entry}"")
else","if random.random() < 0.5:
    constraint_list.append(f""ML,{peer},{entry}"")
elif",1,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_else,4,else
"if program_dir == 0:
    program_dir = prev_dir
elif program_dir == 1:
    program_dir = next_dir
else","if program_dir == 0:
    program_dir = prev_dir
elif program_dir == 1:
    program_dir = next_dir
elif",1,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_else,26,else
"if root_id not in family_stats:
    family_stats[root_id] = (size, row_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (size, row_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,29,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, route)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, route)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,18,else
"if isl_constraint.is_equality():
    return z3_constraint == -weights['1']
else","if isl_constraint.is_equality():
    return z3_constraint == -weights['1']
elif",1,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_else,1,else
"if time > last_time:
    begin_at = last_time + 1
else","if time > last_time:
    begin_at = last_time + 1
elif",1,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_else,25,else
"if isl_constraint.is_equality():
    return constraint_sum == -weights['1']
else","if isl_constraint.is_equality():
    return constraint_sum == -weights['1']
elif",1,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_else,25,else
"if data[index] < value:
    match_idx = index
    range_low = index + 1
else","if data[index] < value:
    match_idx = index
    range_low = index + 1
elif",1,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_else,31,else
"if isl_constraint.is_equality():
    return expr_total == -weights['1']
elif","if isl_constraint.is_equality():
    return expr_total == -weights['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,9,elif
"if character in string:
    prefix, rhs = string.split(character, 1)
else","if character in string:
    prefix, rhs = string.split(character, 1)
elif",1,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_else,17,else
"if root_id not in family_stats:
    family_stats[root_id] = (weight, sample_count)
else","if root_id not in family_stats:
    family_stats[root_id] = (weight, sample_count)
elif",1,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_else,35,else
"if label_counts[value.topic] >= target_size:
    redistribute_nodes.append(value)
else","if label_counts[value.topic] >= target_size:
    redistribute_nodes.append(value)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,6,else
"if match:
    note = match
    return match
else","if match:
    note = match
    return match
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,39,else
"if root_id not in family_stats:
    family_stats[root_id] = (span, sample_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (span, sample_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,19,elif
"if data[index] < value:
    best_idx = index
    scan_low = index + 1
elif","if data[index] < value:
    best_idx = index
    scan_low = index + 1
else",0,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_elif,14,elif
"if label_counts[node.topic] >= target_size:
    redistribute_nodes.append(node)
else","if label_counts[node.topic] >= target_size:
    redistribute_nodes.append(node)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,0,else
"if end is None:
    finish = (self.num_rows-1, self.num_cols-1)
else","if end is None:
    finish = (self.num_rows-1, self.num_cols-1)
elif",1,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_else,25,else
"if (nums <= 24):
    return reduce_score(total, value)
else","if (nums <= 24):
    return reduce_score(total, value)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,12,else
"if arr[y][col_idx] == self.C[0]:
    arr[y][col_idx] = 1
else","if arr[y][col_idx] == self.C[0]:
    arr[y][col_idx] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,15,else
"if end is None:
    goal = (grid_rows-1, cols-1)
else","if end is None:
    goal = (grid_rows-1, cols-1)
elif",1,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_else,16,else
"if eval(problem) == answer:
    print(""match"")
else","if eval(problem) == answer:
    print(""match"")
elif",1,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_else,1,else
"if arr[y][x] == self.C[0]:
    arr[y][x] = 1
else","if arr[y][x] == self.C[0]:
    arr[y][x] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,0,else
"if value:
    cache = value
    return value
else","if value:
    cache = value
    return value
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,8,else
"if label_counts[packet.topic] >= target_size:
    carry_nodes.append(packet)
else","if label_counts[packet.topic] >= target_size:
    carry_nodes.append(packet)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,15,else
"if status:
    buffer = status
    return status
else","if status:
    buffer = status
    return status
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,26,else
"if root_id not in family_stats:
    family_stats[root_id] = (size, unit_count)
else","if root_id not in family_stats:
    family_stats[root_id] = (size, unit_count)
elif",1,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_else,31,else
"if isl_constraint.is_equality():
    return z3_constraint == -weights['1']
elif","if isl_constraint.is_equality():
    return z3_constraint == -weights['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,1,elif
"if label_counts[record.topic] >= target_size:
    extra_nodes.append(record)
elif","if label_counts[record.topic] >= target_size:
    extra_nodes.append(record)
else",0,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_elif,36,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], label, chain)
    elif","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], label, chain)
    else",0,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_elif,11,elif
"if program_dir == 0:
    program_dir = back_dir
elif program_dir == 1:
    program_dir = next_dir
else","if program_dir == 0:
    program_dir = back_dir
elif program_dir == 1:
    program_dir = next_dir
elif",1,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_else,18,else
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], tag, cursor)
    elif","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], tag, cursor)
    else",0,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_elif,28,elif
"if match:
    saved = match
    return match
else","if match:
    saved = match
    return match
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,33,else
"if random.random() < 0.5:
    constraint_list.append(f""ML,{peer},{node}"")
else","if random.random() < 0.5:
    constraint_list.append(f""ML,{peer},{node}"")
elif",1,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_else,3,else
"if strategy == 'bfs':
    return bfs(start, visited, target_test, steps)
elif strategy == 'dfs':
    return dfs(start, visited, target_test, steps)
elif","if strategy == 'bfs':
    return bfs(start, visited, target_test, steps)
elif strategy == 'dfs':
    return dfs(start, visited, target_test, steps)
else",0,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_elif,14,elif
"if room_num:
    set_parameter(board_instance, slot_param, space_name + ' - ' + room_num)
else","if room_num:
    set_parameter(board_instance, slot_param, space_name + ' - ' + room_num)
elif",1,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_else,39,else
"if room_num:
    set_parameter(board_instance, field_param, slot_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, field_param, slot_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,19,elif
"if room_num:
    set_parameter(board_instance, field_param, space_name + ' - ' + room_num)
else","if room_num:
    set_parameter(board_instance, field_param, space_name + ' - ' + room_num)
elif",1,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_else,23,else
"if time > last_time:
    entry_time = last_time + 1
elif","if time > last_time:
    entry_time = last_time + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,30,elif
"if room_num:
    set_parameter(board_instance, param_key, space_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, param_key, space_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,7,elif
"if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = keep_dir
elif","if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = keep_dir
else",0,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_elif,39,elif
"if room_num:
    set_parameter(board_instance, target_param, cell_name + ' - ' + room_num)
else","if room_num:
    set_parameter(board_instance, target_param, cell_name + ' - ' + room_num)
elif",1,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_else,26,else
"if root_id not in family_stats:
    family_stats[root_id] = (zone, row_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (zone, row_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,13,elif
"if root_id not in family_stats:
    family_stats[root_id] = (zone, member_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (zone, member_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,9,elif
"if end is None:
    finish = (row_count-1, cols-1)
else","if end is None:
    finish = (row_count-1, cols-1)
elif",1,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_else,36,else
"if arr[y][x] == dead_cell:
    arr[y][x] = 1
elif","if arr[y][x] == dead_cell:
    arr[y][x] = 1
else",0,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_elif,1,elif
"if arr[y][left] == dead_cell:
    arr[y][left] = 1
else","if arr[y][left] == dead_cell:
    arr[y][left] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,31,else
"if time > last_seen:
    open_time = last_seen + 1
elif","if time > last_seen:
    open_time = last_seen + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,12,elif
"if program_dir == 0:
    program_dir = left_turn
elif program_dir == 1:
    program_dir = forward_step
elif","if program_dir == 0:
    program_dir = left_turn
elif program_dir == 1:
    program_dir = forward_step
else",0,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_elif,8,elif
"if label_counts[item.topic] >= target_size:
    spill_nodes.append(item)
elif","if label_counts[item.topic] >= target_size:
    spill_nodes.append(item)
else",0,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_elif,17,elif
"if (count <= 24):
    return gianlyung(nums, value)
elif","if (count <= 24):
    return gianlyung(nums, value)
else",0,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_elif,35,elif
"if room_num:
    set_parameter(board_instance, target_param, slot_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, target_param, slot_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,27,elif
"if isl_constraint.is_equality():
    return expr_total == -sizes['1']
elif","if isl_constraint.is_equality():
    return expr_total == -sizes['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,14,elif
"if room_num:
    set_parameter(board_instance, room_param, room_name + ' - ' + room_num)
else","if room_num:
    set_parameter(board_instance, room_param, room_name + ' - ' + room_num)
elif",1,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_else,8,else
"if root_id not in family_stats:
    family_stats[root_id] = (span, hit_count)
else","if root_id not in family_stats:
    family_stats[root_id] = (span, hit_count)
elif",1,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_else,22,else
"if arr[y][x] == base_cell:
    arr[y][x] = 1
elif","if arr[y][x] == base_cell:
    arr[y][x] = 1
else",0,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_elif,4,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, path)
    elif","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, path)
    else",0,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_elif,16,elif
"if eval(problem) == solution:
    print(""match"")
elif","if eval(problem) == solution:
    print(""match"")
else",0,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_elif,26,elif
"if character in string:
    left, right = string.split(character, 1)
elif","if character in string:
    left, right = string.split(character, 1)
else",0,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_elif,0,elif
"if isl_constraint.is_equality():
    return expr_total == -coefficients['1']
elif","if isl_constraint.is_equality():
    return expr_total == -coefficients['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,8,elif
"if result:
    cache = result
    return result
elif","if result:
    cache = result
    return result
else",0,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_elif,0,elif
"if random.random() < 0.5:
    constraint_list.append(f""ML,{mate},{term}"")
elif","if random.random() < 0.5:
    constraint_list.append(f""ML,{mate},{term}"")
else",0,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_elif,39,elif
"if end is None:
    finish = (self.num_rows-1, grid_cols-1)
else","if end is None:
    finish = (self.num_rows-1, grid_cols-1)
elif",1,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_else,28,else
"if (count <= 24):
    return walk_path(size, count)
elif","if (count <= 24):
    return walk_path(size, count)
else",0,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_elif,38,elif
"if eval(problem) == reply:
    print(""match"")
else","if eval(problem) == reply:
    print(""match"")
elif",1,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_else,11,else
"if program_dir == 0:
    program_dir = left_turn
elif program_dir == 1:
    program_dir = next_dir
elif","if program_dir == 0:
    program_dir = left_turn
elif program_dir == 1:
    program_dir = next_dir
else",0,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_elif,10,elif
"if output:
    note = output
    return output
else","if output:
    note = output
    return output
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,23,else
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, chain)
    elif","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], title, chain)
    else",0,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_elif,19,elif
"if (nums <= 15):
    return walk_path(size, count)
else","if (nums <= 15):
    return walk_path(size, count)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,3,else
